order_id,date,region,category,sales_rep,channel,units,unit_price,revenue,cost,profit,customer_satisfaction
ORD-10182,2024-04-15,East,Furniture,James Wilson,Partner,12,214.78,2577.36,1761.74,815.62,4.1
ORD-11309,2025-10-12,Midwest,Furniture,Rachel Lee,Partner,2,350.51,701.02,443.33,257.69,4.2
ORD-11329,2025-11-25,West,Software,Sarah Chen,Online,14,766.88,10736.32,3939.68,6796.64,4.4
ORD-11373,2025-12-21,West,Electronics,Mike Torres,Partner,5,764.54,3822.7,2398.75,1423.95,3.0
ORD-10332,2024-06-21,West,Furniture,Mike Torres,Partner,22,323.23,7111.06,4562.07,2548.99,3.6
ORD-10663,2024-12-07,West,Electronics,Mike Torres,Online,20,592.41,11848.2,7357.56,4490.64,3.3
ORD-10282,2024-06-03,West,Furniture,Mike Torres,Direct,12,345.45,4145.4,2748.64,1396.76,4.7
ORD-11073,2025-06-20,South,Software,Maria Garcia,Online,19,496.97,9442.43,3439.21,6003.22,3.8
ORD-10483,2024-09-05,Midwest,Furniture,Rachel Lee,Online,13,316.46,4113.98,2535.0,1578.98,4.3
ORD-10864,2025-03-11,Midwest,Office Supplies,Chris Brown,Direct,21,170.84,3587.64,2108.2,1479.44,3.3
ORD-11047,2025-07-10,East,Electronics,Emily Zhang,Online,3,411.07,1233.21,731.41,501.8,4.0
ORD-11110,2025-07-19,East,Electronics,James Wilson,Direct,18,340.81,6134.58,3452.83,2681.75,4.5
ORD-10087,2024-02-10,South,Software,Robert Johnson,Online,10,358.99,3589.9,1576.69,2013.21,3.8
ORD-10719,2025-01-01,West,Furniture,Lisa Patel,Online,12,280.74,3368.88,2317.28,1051.6,4.7
ORD-10235,2024-04-27,East,Office Supplies,David Kim,Online,2,155.22,310.44,173.06,137.38,5.0
ORD-11216,2025-09-10,West,Software,Mike Torres,Direct,7,444.77,3113.39,1174.65,1938.74,5.0
ORD-11116,2025-07-25,East,Software,James Wilson,Online,3,509.48,1528.44,606.41,922.03,3.2
ORD-10445,2024-09-08,East,Office Supplies,Emily Zhang,Partner,17,249.74,4245.58,2390.29,1855.29,3.2
ORD-11334,2025-11-05,East,Office Supplies,David Kim,Partner,24,255.18,6124.32,3324.13,2800.19,3.2
ORD-10318,2024-05-30,Midwest,Furniture,Chris Brown,Online,10,284.91,2849.1,2112.68,736.42,4.3
ORD-11361,2025-11-11,Midwest,Electronics,Chris Brown,Online,20,483.62,9672.4,6073.42,3598.98,4.4
ORD-11283,2025-10-23,East,Office Supplies,James Wilson,Direct,15,208.92,3133.8,1763.46,1370.34,4.6
ORD-10103,2024-03-24,West,Electronics,Sarah Chen,Online,25,468.43,11710.75,7137.15,4573.6,4.8
ORD-11360,2025-11-16,Midwest,Electronics,Rachel Lee,Direct,10,302.06,3020.6,2058.46,962.14,3.6
ORD-11409,2025-12-06,Midwest,Electronics,Rachel Lee,Partner,17,508.26,8640.42,5319.48,3320.94,4.9
ORD-10811,2025-02-03,Midwest,Electronics,Rachel Lee,Online,16,266.38,4262.08,2608.74,1653.34,4.0
ORD-10008,2024-01-20,West,Furniture,Lisa Patel,Direct,18,299.72,5394.96,3421.61,1973.35,4.5
ORD-10931,2025-04-01,Midwest,Furniture,Tom Anderson,Partner,1,377.15,377.15,266.36,110.79,3.7
ORD-11353,2025-11-17,South,Software,Robert Johnson,Online,19,385.75,7329.25,2820.65,4508.6,4.6
ORD-11192,2025-08-12,Midwest,Furniture,Tom Anderson,Online,12,259.55,3114.6,2166.22,948.38,4.1
ORD-10521,2024-09-11,South,Office Supplies,Amy Liu,Direct,24,142.38,3417.12,2061.51,1355.61,3.6
ORD-10950,2025-05-16,East,Office Supplies,David Kim,,7,243.25,1702.75,997.59,705.16,
ORD-10490,2024-09-28,West,Electronics,Lisa Patel,Online,23,450.04,10350.92,6501.71,3849.21,3.2
ORD-10369,2024-07-02,Midwest,Furniture,Chris Brown,Online,25,259.45,6486.25,4174.91,2311.34,4.3
ORD-10520,2024-10-04,South,Office Supplies,Maria Garcia,Direct,16,207.16,3314.56,1799.45,1515.11,3.9
ORD-10093,2024-02-12,Midwest,Office Supplies,Tom Anderson,Partner,2,192.2,384.4,221.34,163.06,4.0
ORD-10216,2024-04-30,West,Electronics,Lisa Patel,Partner,20,323.94,6478.8,4398.52,2080.28,4.0
ORD-10897,2025-03-26,East,Office Supplies,Emily Zhang,Partner,17,220.42,3747.14,2085.23,1661.91,4.3
ORD-11385,2025-12-27,East,Electronics,James Wilson,Online,9,595.44,5358.96,3068.52,2290.44,3.0
ORD-11266,2025-10-31,West,Office Supplies,Sarah Chen,Direct,6,252.12,1512.72,812.71,700.01,4.5
ORD-11010,2025-05-27,South,Office Supplies,Robert Johnson,Online,10,171.49,1714.9,919.64,795.26,4.8
ORD-11112,2025-07-24,East,Office Supplies,James Wilson,Partner,18,200.94,3616.92,1843.53,1773.39,4.7
ORD-10620,2024-11-26,East,Electronics,Emily Zhang,Online,8,454.35,3634.8,2378.07,1256.73,4.5
ORD-11374,2025-12-14,West,Electronics,Lisa Patel,Online,6,454.17,2725.02,1644.13,1080.89,4.2
ORD-10501,2024-09-29,West,Software,Sarah Chen,Partner,9,519.37,4674.33,2022.02,2652.31,3.5
ORD-10124,2024-02-26,East,Office Supplies,Emily Zhang,Partner,4,175.51,702.04,399.47,302.57,3.9
ORD-10215,2024-05-03,West,Electronics,Sarah Chen,Online,2,459.6,919.2,535.1,384.1,3.9
ORD-11231,2025-09-11,South,Office Supplies,Robert Johnson,Partner,11,166.49,1831.39,1054.57,776.82,4.6
ORD-10167,2024-03-29,West,Office Supplies,Lisa Patel,Partner,3,151.46,454.38,243.75,210.63,4.4
ORD-11170,2025-08-19,South,Electronics,Amy Liu,Partner,1,417.05,417.05,281.5,135.55,3.8
ORD-11377,2025-12-09,West,Office Supplies,Lisa Patel,Direct,20,235.1,4702.0,2662.24,2039.76,3.7
ORD-10742,2025-01-20,South,Office Supplies,Amy Liu,Direct,7,176.38,1234.66,673.34,561.32,3.0
ORD-10593,2024-10-27,Midwest,Office Supplies,Chris Brown,Direct,21,243.79,5119.59,2749.6,2369.99,4.0
ORD-10519,2024-09-15,South,Office Supplies,Amy Liu,Online,11,180.62,1986.82,1117.67,869.15,4.0
ORD-10180,2024-04-01,East,Office Supplies,Emily Zhang,Partner,20,214.34,4286.8,2174.24,2112.56,4.6
ORD-10096,2024-02-13,Midwest,Furniture,Rachel Lee,Online,11,190.31,2093.41,1310.95,782.46,4.8
ORD-10128,2024-03-15,East,Furniture,David Kim,Partner,5,339.21,1696.05,1189.05,507.0,4.6
ORD-11286,2025-10-25,East,Furniture,David Kim,Direct,10,277.9,2779.0,1851.1,927.9,4.3
ORD-11061,2025-07-07,South,Electronics,Maria Garcia,Direct,10,247.77,2477.7,1673.14,804.56,4.5
ORD-11330,2025-11-26,East,Electronics,James Wilson,Partner,3,476.82,1430.46,888.14,542.32,4.5
ORD-11093,2025-07-21,West,Electronics,Lisa Patel,Direct,24,449.89,10797.36,6358.93,4438.43,4.2
ORD-10954,2025-04-24,East,Furniture,Emily Zhang,Direct,10,316.26,3162.6,2094.5,1068.1,4.2
ORD-11043,2025-07-13,West,Software,Lisa Patel,Direct,20,522.05,10441.0,4178.39,6262.61,3.9
ORD-10450,2024-08-31,East,Furniture,David Kim,Partner,10,322.09,3220.9,2217.52,1003.38,4.5
ORD-10458,2024-08-24,South,Electronics,Robert Johnson,Partner,23,333.34,7666.82,4538.19,3128.63,4.6
ORD-10051,2024-02-04,West,Office Supplies,Mike Torres,Partner,20,161.3,3226.0,1761.88,1464.12,3.7
ORD-11175,2025-08-23,South,Office Supplies,Robert Johnson,Partner,23,167.56,3853.88,2176.49,1677.39,3.7
ORD-11343,2025-11-26,South,Electronics,Maria Garcia,Online,3,523.38,1570.14,941.03,629.11,3.5
ORD-10969,2025-05-16,South,Furniture,Amy Liu,Online,24,335.48,8051.52,5300.55,2750.97,5.0
ORD-10762,2025-01-16,Midwest,Furniture,Rachel Lee,Direct,10,297.21,2972.1,1941.77,1030.33,3.8
ORD-10455,2024-08-15,South,Electronics,Robert Johnson,Direct,21,346.31,7272.51,4589.05,2683.46,4.2
ORD-11241,2025-09-09,South,Software,Robert Johnson,Direct,12,504.72,6056.64,2560.87,3495.77,2.6
ORD-10385,2024-07-27,West,Software,Sarah Chen,Partner,3,537.25,1611.75,696.03,915.72,4.8
ORD-10127,2024-02-27,East,Office Supplies,Emily Zhang,Online,4,136.8,547.2,324.27,222.93,4.5
ORD-10451,2024-08-23,East,Software,James Wilson,Direct,15,388.45,5826.75,2455.35,3371.4,3.3
ORD-10141,2024-03-05,South,Office Supplies,Robert Johnson,Direct,22,178.67,3930.74,1974.74,1956.0,4.2
ORD-10028,2024-01-26,South,Office Supplies,Robert Johnson,Online,14,142.54,1995.56,1148.16,847.4,4.2
ORD-10843,2025-02-25,East,Furniture,Emily Zhang,Online,23,276.06,6349.38,4281.1,2068.28,4.8
ORD-11378,2025-12-21,West,Furniture,Sarah Chen,Partner,1,570.86,570.86,421.38,149.48,3.6
ORD-11194,2025-08-17,Midwest,Furniture,Tom Anderson,Online,5,218.01,1090.05,775.0,315.05,4.0
ORD-11157,2025-09-01,East,Electronics,James Wilson,Online,12,437.36,5248.32,3335.07,1913.25,4.0
ORD-10278,2024-05-25,West,Office Supplies,Mike Torres,Direct,7,198.87,1392.09,804.28,587.81,4.2
ORD-10435,2024-08-25,West,Office Supplies,Mike Torres,,2,166.68,333.36,198.4,134.96,3.8
ORD-10168,2024-04-17,West,Office Supplies,Lisa Patel,Partner,3,195.77,587.31,318.07,269.24,3.0
ORD-10311,2024-06-16,South,Software,Robert Johnson,Direct,16,304.01,4864.16,2068.32,2795.84,4.8
ORD-10207,2024-03-31,Midwest,Furniture,Chris Brown,Online,20,267.6,5352.0,3637.93,1714.07,3.8
ORD-10214,2024-05-01,West,Electronics,Lisa Patel,Direct,4,422.72,1690.88,1128.53,562.35,4.3
ORD-11135,2025-07-27,Midwest,Office Supplies,Tom Anderson,Direct,8,148.29,1186.32,605.21,581.11,5.0
ORD-10236,2024-04-26,East,Furniture,David Kim,Online,9,236.55,2128.95,1335.53,793.42,5.0
ORD-10323,2024-06-03,Midwest,Software,Chris Brown,Partner,23,316.2,7272.6,2654.98,4617.62,3.7
ORD-10991,2025-05-31,West,Furniture,Lisa Patel,Online,15,266.66,3999.9,2450.48,1549.42,4.2
ORD-10071,2024-02-20,East,Furniture,James Wilson,Direct,19,265.0,5035.0,3510.93,1524.07,4.9
ORD-10357,2024-07-11,South,Furniture,Amy Liu,Direct,5,174.05,870.25,585.8,284.45,4.0
ORD-10554,2024-10-21,West,Furniture,Sarah Chen,Partner,18,274.92,4948.56,3430.7,1517.86,4.3
ORD-11174,2025-09-04,South,Electronics,Robert Johnson,Direct,6,356.54,2139.24,1292.67,846.57,4.4
ORD-11030,2025-05-19,Midwest,Software,Chris Brown,Online,1,406.53,406.53,174.76,231.77,3.5
ORD-10041,2024-01-28,Midwest,Electronics,Rachel Lee,Partner,24,188.67,4528.08,3048.78,1479.3,5.0
ORD-10617,2024-11-15,West,Software,Sarah Chen,Partner,25,677.85,16946.25,6781.65,10164.6,3.4
ORD-10547,2024-10-17,West,Electronics,Mike Torres,Partner,20,481.86,9637.2,6392.0,3245.2,4.4
ORD-10027,2024-01-28,South,Electronics,Maria Garcia,Direct,14,269.66,3775.24,2206.65,1568.59,3.9
ORD-10104,2024-03-06,West,Electronics,Lisa Patel,Partner,22,396.52,8723.44,5028.42,3695.02,3.8
ORD-10186,2024-04-08,South,Electronics,Maria Garcia,Online,7,232.41,1626.87,948.03,678.84,4.2
ORD-10316,2024-06-03,Midwest,Office Supplies,Tom Anderson,Direct,7,243.45,1704.15,953.76,750.39,4.1
ORD-10212,2024-03-31,Midwest,Software,Tom Anderson,Online,17,297.95,5065.15,2179.67,2885.48,3.5
ORD-11292,2025-11-01,South,Office Supplies,Maria Garcia,Direct,9,254.68,2292.12,1231.4,1060.72,
ORD-10966,2025-05-14,South,Office Supplies,Amy Liu,Online,7,198.17,1387.19,838.94,548.25,3.9
ORD-11108,2025-07-31,West,Software,Mike Torres,Online,20,504.97,10099.4,3784.5,6314.9,4.1
ORD-10157,2024-03-05,Midwest,Furniture,Tom Anderson,Direct,20,195.56,3911.2,2797.47,1113.73,5.0
ORD-11274,2025-10-07,West,Software,Lisa Patel,Partner,11,483.48,5318.28,2264.02,3054.26,4.6
ORD-10733,2025-01-03,East,Software,Emily Zhang,Online,8,497.44,3979.52,1461.51,2518.01,3.6
ORD-11181,2025-09-05,South,Furniture,Robert Johnson,Partner,24,290.62,6974.88,4586.49,2388.39,5.0
ORD-10869,2025-03-23,Midwest,Furniture,Rachel Lee,Direct,23,203.72,4685.56,2879.68,1805.88,3.4
ORD-10842,2025-02-25,East,Furniture,Emily Zhang,Online,6,299.25,1795.5,1205.42,590.08,3.9
ORD-11240,2025-10-04,South,Software,Amy Liu,Direct,2,440.42,880.84,317.46,563.38,4.3
ORD-10206,2024-04-20,Midwest,Furniture,Chris Brown,Direct,1,194.67,194.67,144.25,50.42,4.1
ORD-10682,2024-12-17,East,Office Supplies,David Kim,Partner,11,282.93,3112.23,1869.4,1242.83,5.0
ORD-10670,2024-12-11,West,Furniture,Lisa Patel,Partner,10,523.59,5235.9,3871.36,1364.54,4.0
ORD-11077,2025-07-03,Midwest,Electronics,Rachel Lee,Direct,14,329.57,4613.98,3108.08,1505.9,4.6
ORD-10546,2024-10-09,West,Electronics,Mike Torres,Partner,10,451.95,4519.5,3057.97,1461.53,4.7
ORD-10924,2025-04-13,Midwest,Electronics,Tom Anderson,Partner,1,387.47,387.47,255.42,132.05,4.1
ORD-11255,2025-10-04,Midwest,Software,Tom Anderson,Partner,9,470.33,4232.97,1754.59,2478.38,4.6
ORD-10691,2024-12-14,South,Office Supplies,Amy Liu,Online,17,224.72,3820.24,1908.26,1911.98,4.8
ORD-11256,2025-09-13,Midwest,Software,Tom Anderson,Partner,22,308.69,6791.18,2722.73,4068.45,3.5
ORD-11121,2025-08-08,South,Electronics,Maria Garcia,Partner,24,384.15,9219.6,6119.39,3100.21,4.4
ORD-11165,2025-09-07,East,Furniture,David Kim,Online,14,336.22,4707.08,3309.41,1397.67,4.0
ORD-11000,2025-05-19,East,Office Supplies,David Kim,Direct,10,217.8,2178.0,1180.77,997.23,3.4
ORD-10942,2025-05-01,West,Furniture,Lisa Patel,Direct,4,277.65,1110.6,769.58,341.02,5.0
ORD-11366,2025-11-29,Midwest,Furniture,Rachel Lee,Partner,24,321.58,7717.92,5378.87,2339.05,3.7
ORD-10231,2024-04-29,East,Electronics,James Wilson,Partner,17,317.45,5396.65,3167.14,2229.51,4.5
ORD-10009,2024-01-21,West,Furniture,Lisa Patel,Partner,8,292.69,2341.52,1701.41,640.11,4.2
ORD-11147,2025-08-13,West,Electronics,Mike Torres,Direct,12,487.29,5847.48,3958.06,1889.42,3.6
ORD-10400,2024-07-30,South,Electronics,Maria Garcia,Direct,9,286.3,2576.7,1635.33,941.37,3.8
ORD-10849,2025-03-02,South,Office Supplies,Maria Garcia,Partner,10,142.67,1426.7,714.93,711.77,5.0
ORD-10639,2024-11-19,South,Electronics,Amy Liu,Partner,20,504.13,10082.6,6859.18,3223.42,3.9
ORD-11410,2025-12-26,Midwest,Electronics,Tom Anderson,,11,329.05,3619.55,2247.25,1372.3,4.6
ORD-11258,2025-10-19,West,Electronics,Mike Torres,Direct,1,450.2,450.2,257.92,192.28,4.5
ORD-10919,2025-04-13,South,Software,Maria Garcia,Partner,17,350.29,5954.93,2220.67,3734.26,3.9
ORD-10412,2024-08-02,South,Software,Maria Garcia,Direct,17,421.09,7158.53,3130.56,4027.97,3.6
ORD-10022,2024-01-02,East,Software,Emily Zhang,Direct,17,343.86,5845.62,2417.27,3428.35,4.3
ORD-10443,2024-08-12,East,Electronics,David Kim,Partner,5,338.53,1692.65,1046.95,645.7,4.6
ORD-10840,2025-03-05,East,Furniture,Emily Zhang,Partner,25,387.56,9689.0,6610.88,3078.12,3.3
ORD-10758,2025-01-08,Midwest,Office Supplies,Rachel Lee,Partner,3,150.02,450.06,266.73,183.33,4.4
ORD-10710,2024-12-23,Midwest,Software,Chris Brown,Direct,24,452.57,10861.68,4713.81,6147.87,4.3
ORD-10910,2025-04-08,South,Electronics,Maria Garcia,Online,14,289.7,4055.8,2275.24,1780.56,4.5
ORD-10541,2024-10-04,Midwest,Software,Chris Brown,Direct,16,416.56,6664.96,2493.55,4171.41,2.1
ORD-10465,2024-08-13,South,Furniture,Robert Johnson,Online,4,231.05,924.2,650.52,273.68,3.7
ORD-10348,2024-06-25,South,Electronics,Maria Garcia,Partner,12,266.68,3200.16,2052.88,1147.28,3.5
ORD-10590,2024-10-25,Midwest,Electronics,Rachel Lee,Partner,7,351.29,2459.03,1592.77,866.26,3.8
ORD-11089,2025-07-09,Midwest,Software,Rachel Lee,Direct,6,374.43,2246.58,979.22,1267.36,5.0
ORD-11375,2025-12-24,West,Electronics,Mike Torres,Direct,20,657.82,13156.4,8969.24,4187.16,4.6
ORD-10926,2025-04-07,Midwest,Office Supplies,Tom Anderson,Direct,24,151.49,3635.76,1912.14,1723.62,4.0
ORD-10339,2024-06-19,East,Electronics,David Kim,Partner,18,438.98,7901.64,4680.98,3220.66,3.8
ORD-11034,2025-07-01,West,Electronics,Lisa Patel,Partner,8,378.07,3024.56,1751.62,1272.94,4.0
ORD-11002,2025-06-11,East,Furniture,Emily Zhang,Direct,9,312.38,2811.42,2021.49,789.93,4.4
ORD-11080,2025-07-05,Midwest,Office Supplies,Tom Anderson,Partner,15,258.52,3877.8,2207.23,1670.57,3.8
ORD-10463,2024-08-29,South,Office Supplies,Robert Johnson,Online,1,136.84,136.84,68.12,68.72,4.6
ORD-10477,2024-08-18,Midwest,Office Supplies,Rachel Lee,Partner,3,216.99,650.97,334.22,316.75,
ORD-11391,2025-12-02,East,Software,David Kim,Online,5,742.29,3711.45,1398.67,2312.78,3.9
ORD-11242,2025-09-12,Midwest,Electronics,Chris Brown,Direct,14,336.23,4707.22,2673.74,2033.48,4.1
ORD-10442,2024-08-25,East,Electronics,David Kim,Online,19,378.61,7193.59,4175.71,3017.88,4.8
ORD-10701,2024-12-16,Midwest,Electronics,Chris Brown,Online,4,272.51,1090.04,617.76,472.28,
ORD-11402,2025-12-14,South,Furniture,Maria Garcia,,8,287.58,2300.64,1581.75,718.89,4.6
ORD-10075,2024-02-08,South,Electronics,Maria Garcia,Direct,9,322.48,2902.32,1707.26,1195.06,3.3
ORD-10770,2025-01-31,West,Electronics,Sarah Chen,Direct,17,347.4,5905.8,3865.77,2040.03,3.6
ORD-10196,2024-04-11,South,Software,Maria Garcia,Online,25,308.22,7705.5,3049.08,4656.42,4.4
ORD-11382,2025-12-11,West,Software,Lisa Patel,Online,23,666.55,15330.65,6728.65,8602.0,3.6
ORD-11264,2025-10-24,West,Office Supplies,Mike Torres,Partner,20,265.65,5313.0,2669.42,2643.58,
ORD-10959,2025-05-15,East,Software,David Kim,Online,16,570.88,9134.08,3419.07,5715.01,3.9
ORD-10997,2025-06-05,East,Electronics,David Kim,Direct,9,586.24,5276.16,3336.56,1939.6,5.0
ORD-10090,2024-02-19,Midwest,Electronics,Tom Anderson,Online,21,241.97,5081.37,3341.94,1739.43,5.0
ORD-11332,2025-11-29,East,Office Supplies,David Kim,Partner,21,222.19,4665.99,2635.33,2030.66,
ORD-10867,2025-03-06,Midwest,Office Supplies,Tom Anderson,Direct,21,244.33,5130.93,2783.51,2347.42,3.5
ORD-10526,2024-09-15,South,Software,Robert Johnson,Online,19,258.06,4903.14,1833.79,3069.35,5.0
ORD-10925,2025-04-19,Midwest,Office Supplies,Chris Brown,Online,13,171.58,2230.54,1292.54,938.0,4.1
ORD-11193,2025-09-03,Midwest,Furniture,Rachel Lee,Direct,7,315.93,2211.51,1514.64,696.87,3.1
ORD-11179,2025-08-25,South,Office Supplies,Robert Johnson,Partner,23,177.02,4071.46,2192.64,1878.82,5.0
ORD-10116,2024-03-24,West,Software,Mike Torres,Direct,13,633.27,8232.51,3033.95,5198.56,3.7
ORD-10800,2025-02-09,South,Office Supplies,Robert Johnson,Direct,23,135.26,3110.98,1547.54,1563.44,4.7
ORD-10572,2024-10-24,South,Electronics,Amy Liu,Online,15,401.25,6018.75,3374.4,2644.35,4.0
ORD-11041,2025-07-10,West,Software,Mike Torres,Partner,5,592.14,2960.7,1208.35,1752.35,4.2
ORD-10579,2024-10-28,South,Furniture,Robert Johnson,Partner,20,295.89,5917.8,3827.68,2090.12,3.6
ORD-10078,2024-02-13,South,Electronics,Amy Liu,Partner,16,254.24,4067.84,2278.55,1789.29,4.7
ORD-10753,2025-01-17,Midwest,Electronics,Chris Brown,Direct,19,303.11,5759.09,3872.21,1886.88,3.9
ORD-10069,2024-02-01,East,Office Supplies,David Kim,Direct,15,201.99,3029.85,1755.37,1274.48,4.5
ORD-10650,2024-11-10,Midwest,Electronics,Chris Brown,Online,6,268.57,1611.42,1056.02,555.4,4.7
ORD-10955,2025-05-13,East,Software,James Wilson,Direct,5,694.1,3470.5,1285.69,2184.81,4.4
ORD-10589,2024-10-10,Midwest,Electronics,Tom Anderson,Online,12,244.45,2933.4,1733.22,1200.18,4.4
ORD-10290,2024-06-03,East,Electronics,Emily Zhang,Online,21,527.17,11070.57,6364.24,4706.33,4.8
ORD-10504,2024-09-24,East,Electronics,David Kim,Online,16,320.32,5125.12,2962.29,2162.83,3.3
ORD-11078,2025-07-03,Midwest,Electronics,Chris Brown,,13,211.03,2743.39,1595.51,1147.88,4.6
ORD-10810,2025-02-16,Midwest,Electronics,Tom Anderson,Online,22,272.77,6000.94,3650.54,2350.4,4.3
ORD-11113,2025-07-15,East,Office Supplies,David Kim,Direct,12,194.65,2335.8,1404.22,931.58,4.8
ORD-11365,2025-11-22,Midwest,Office Supplies,Rachel Lee,Partner,6,196.86,1181.16,667.35,513.81,
ORD-11290,2025-10-15,South,Electronics,Amy Liu,Partner,7,305.0,2135.0,1383.24,751.76,4.7
ORD-10517,2024-09-26,South,Office Supplies,Amy Liu,Online,6,141.09,846.54,470.71,375.83,4.1
ORD-10033,2024-01-15,South,Furniture,Robert Johnson,Direct,1,198.89,198.89,148.73,50.16,4.3
ORD-10448,2024-08-24,East,Furniture,James Wilson,Direct,15,252.26,3783.9,2610.64,1173.26,4.1
ORD-10580,2024-10-13,South,Furniture,Amy Liu,Online,3,258.94,776.82,542.91,233.91,4.7
ORD-10017,2024-01-25,East,Office Supplies,David Kim,Direct,20,167.27,3345.4,1663.14,1682.26,5.0
ORD-10383,2024-07-27,West,Furniture,Mike Torres,Partner,13,224.07,2912.91,1972.65,940.26,4.7
ORD-11051,2025-06-21,East,Furniture,James Wilson,Direct,17,382.38,6500.46,4502.88,1997.58,4.9
ORD-10062,2024-02-22,West,Software,Lisa Patel,Online,16,317.3,5076.8,1970.51,3106.29,3.7
ORD-11129,2025-07-18,South,Software,Robert Johnson,Online,24,451.26,10830.24,4744.81,6085.43,4.2
ORD-10852,2025-03-17,South,Furniture,Maria Garcia,Online,17,209.38,3559.46,2394.02,1165.44,2.8
ORD-10050,2024-02-10,West,Electronics,Lisa Patel,,6,368.27,2209.62,1315.43,894.19,3.4
ORD-10818,2025-02-04,Midwest,Furniture,Tom Anderson,Online,16,269.68,4314.88,3122.7,1192.18,
ORD-10499,2024-09-15,West,Furniture,Lisa Patel,Online,13,310.45,4035.85,2719.48,1316.37,5.0
ORD-10826,2025-03-03,West,Office Supplies,Lisa Patel,Partner,25,229.51,5737.75,3321.86,2415.89,4.6
ORD-10406,2024-07-26,South,Office Supplies,Amy Liu,Direct,9,131.24,1181.16,644.99,536.17,4.3
ORD-10438,2024-08-23,West,Software,Lisa Patel,Online,14,565.85,7921.9,2912.09,5009.81,4.3
ORD-10421,2024-07-17,Midwest,Office Supplies,Rachel Lee,Direct,17,139.33,2368.61,1349.82,1018.79,3.5
ORD-10658,2024-11-16,Midwest,Software,Tom Anderson,Direct,14,374.06,5236.84,2180.49,3056.35,4.2
ORD-11319,2025-11-29,West,Office Supplies,Mike Torres,Partner,20,269.63,5392.6,3259.04,2133.56,5.0
ORD-10979,2025-04-30,Midwest,Office Supplies,Chris Brown,Direct,17,240.48,4088.16,2230.03,1858.13,4.7
ORD-10024,2024-01-21,South,Electronics,Amy Liu,Direct,2,256.11,512.22,307.37,204.85,4.6
ORD-11115,2025-07-20,East,Furniture,Emily Zhang,Direct,11,265.76,2923.36,2020.35,903.01,4.5
ORD-10619,2024-11-12,West,Software,Mike Torres,Direct,24,758.18,18196.32,6845.94,11350.38,4.2
ORD-10262,2024-05-09,Midwest,Electronics,Tom Anderson,,7,359.18,2514.26,1506.76,1007.5,3.8
ORD-10266,2024-05-15,Midwest,Furniture,Tom Anderson,Direct,9,281.73,2535.57,1753.16,782.41,3.8
ORD-10721,2025-01-24,West,Software,Sarah Chen,Partner,16,522.82,8365.12,3118.36,5246.76,4.3
ORD-10694,2024-12-19,South,Office Supplies,Maria Garcia,Partner,1,242.8,242.8,120.51,122.29,4.6
ORD-10204,2024-04-16,Midwest,Office Supplies,Tom Anderson,Online,17,235.02,3995.34,2349.47,1645.87,4.3
ORD-10342,2024-07-10,East,Office Supplies,James Wilson,Direct,1,235.07,235.07,134.5,100.57,4.3
ORD-10371,2024-07-13,Midwest,Software,Tom Anderson,Direct,8,320.88,2567.04,1089.7,1477.34,
ORD-10472,2024-08-23,Midwest,Electronics,Tom Anderson,Partner,11,255.84,2814.24,1904.3,909.94,3.5
ORD-10234,2024-04-23,East,Office Supplies,James Wilson,Online,6,277.28,1663.68,830.17,833.51,4.5
ORD-10480,2024-08-29,Midwest,Furniture,Tom Anderson,Partner,8,291.7,2333.6,1557.53,776.07,4.3
ORD-11035,2025-06-29,West,Office Supplies,Lisa Patel,Direct,6,273.77,1642.62,872.09,770.53,3.7
ORD-10189,2024-03-30,South,Office Supplies,Robert Johnson,Partner,16,131.16,2098.56,1222.84,875.72,4.1
ORD-10220,2024-05-07,West,Office Supplies,Sarah Chen,Online,11,208.71,2295.81,1383.89,911.92,4.1
ORD-11156,2025-08-14,East,Electronics,David Kim,Online,2,351.66,703.32,417.45,285.87,4.0
ORD-10766,2025-01-10,Midwest,Software,Chris Brown,Partner,19,216.45,4112.55,1565.91,2546.64,5.0
ORD-10457,2024-08-28,South,Electronics,Maria Garcia,Partner,19,231.61,4400.59,2900.39,1500.2,4.8
ORD-10792,2025-02-21,South,Electronics,Amy Liu,Partner,1,373.69,373.69,209.98,163.71,4.2
ORD-10927,2025-03-26,Midwest,Office Supplies,Chris Brown,Partner,10,239.57,2395.7,1244.15,1151.55,5.0
ORD-10370,2024-07-12,Midwest,Furniture,Chris Brown,Direct,25,320.57,8014.25,5143.87,2870.38,4.5
ORD-10874,2025-03-11,Midwest,Software,Tom Anderson,,16,300.37,4805.92,1810.65,2995.27,4.5
ORD-11083,2025-07-01,Midwest,Office Supplies,Rachel Lee,Online,7,141.78,992.46,560.17,432.29,3.0
ORD-10757,2025-01-15,Midwest,Office Supplies,Tom Anderson,Partner,12,169.76,2037.12,1168.81,868.31,
ORD-10729,2025-01-06,East,Office Supplies,James Wilson,Online,17,208.08,3537.36,2138.42,1398.94,3.1
ORD-10717,2025-01-17,West,Furniture,Mike Torres,Online,23,349.55,8039.65,5764.98,2274.67,4.0
ORD-10805,2025-02-07,South,Software,Maria Garcia,Partner,10,331.54,3315.4,1273.09,2042.31,3.8
ORD-10892,2025-04-13,East,Electronics,David Kim,Online,4,310.11,1240.44,792.29,448.15,4.4
ORD-10070,2024-02-07,East,Furniture,James Wilson,Partner,1,298.99,298.99,206.4,92.59,4.8
